first_name,last_name,wins,losses,draws,weight_class,title_holder,fighter_status
Jodie,Esquibel,6.0,3.0,0.0,Women_Strawweight,False,Active
Wu,Yanan,9.0,2.0,0.0,Women_Bantamweight,False,Active
Davey,Grant,10.0,3.0,0.0,Bantamweight,False,Active
Tatiana,Suarez,7.0,0.0,0.0,Women_Strawweight,False,Active
Volkan,Oezdemir,15.0,2.0,0.0,Light_Heavyweight,False,Active
Yan,Xiaonan ,8.0,1.0,0.0,Women_Strawweight,False,Active
Diego,Rivas,7.0,2.0,0.0,Bantamweight,False,Active
Amanda,Cooper,4.0,4.0,0.0,Women_Strawweight,False,Active
Andrew,Sanchez,10.0,4.0,0.0,Middleweight,False,Active
Jarred,Brooks,13.0,2.0,0.0,Flyweight,False,Active
Aaron,Riley,29.0,14.0,1.0,Lightweight,False,NotFighting
David,Branch,21.0,4.0,0.0,Middleweight,False,Active
Alberto,Mina,13.0,1.0,0.0,Welterweight,False,Active
Eric,Spicely,10.0,5.0,0.0,Middleweight,False,Active
Robbie,Lawler,28.0,12.0,0.0,Welterweight,False,Active
Chris ,Holdsworth,7.0,0.0,0.0,Bantamweight,False,Active
Michel,Quinones,8.0,3.0,0.0,Lightweight,False,Active
